9.9124,-0.6788,-0.2415,0.0389,0.0085,0.0282
9.9687,-0.7080,-0.2272,0.0490,0.0263,0.0265
9.9734,-0.7399,-0.2441,0.0472,0.0620,0.0203
9.9368,-0.7229,-0.1927,0.0724,0.0816,0.0190
9.8440,-0.7324,-0.1242,0.0969,0.0829,0.0261
9.8169,-0.7717,-0.0589,0.1375,0.0656,0.0325
9.9124,-0.6662,-0.0514,0.1940,0.0496,0.0530
9.9682,-0.6570,-0.0218,0.2299,0.0271,0.0727
9.9320,-0.8889,0.1395,0.2169,-0.0424,0.0702
10.0645,-1.0495,0.0655,0.0879,-0.1156,-0.0099
10.1939,-0.8475,-0.0755,0.0331,-0.1038,-0.0832
10.0567,-0.6056,-0.2612,-0.0280,-0.0261,-0.1019
9.9783,-0.5937,-0.2268,-0.1210,0.0282,-0.0895
9.8829,-0.8863,-0.0511,-0.1389,0.0021,-0.1443
9.9956,-0.7467,-0.0026,-0.0816,-0.0567,-0.1976
9.9638,-0.5053,-0.0806,-0.0790,-0.1062,-0.1878
10.1031,-0.5030,-0.1490,-0.0395,-0.1517,-0.1720
10.1246,-0.4809,-0.2955,-0.0231,-0.1448,-0.1688
10.1345,-0.4786,-0.2783,-0.0406,-0.1147,-0.1649
10.2395,-0.4662,-0.2639,-0.0173,-0.0686,-0.1718
10.3495,0.1300,-0.1515,0.1058,-0.0121,-0.2160
10.7282,-0.0738,-0.0388,0.2194,0.0237,-0.1538
10.2348,0.3538,-0.2392,0.2931,-0.0058,-0.1639
10.2273,0.0709,-0.2124,0.4117,-0.0399,-0.1606
9.8561,0.1711,-0.3761,0.3790,-0.0656,-0.1179
9.7219,0.3737,-0.6298,0.3157,-0.0842,-0.0859
9.3753,-0.1173,-0.3808,0.3061,-0.0677,-0.0684
9.3460,-0.1441,-0.2392,0.3343,-0.0196,-0.0949
9.4363,-0.2783,-0.1953,0.2091,0.0506,-0.1286
9.4119,-0.4761,-0.2539,-0.0188,0.0996,-0.1327
9.3606,-0.7495,-0.3980,-0.2036,0.1130,-0.0902
9.5657,-1.1206,-0.4541,-0.1322,0.1280,-0.0032
9.5096,-1.1109,-1.1767,-0.1181,0.1032,0.1051
9.3947,-0.7155,-1.7165,-0.2755,0.0438,0.1318
9.5076,-0.4343,-1.0968,-0.5041,0.0506,0.1211
10.4920,0.1625,-0.3435,-0.8185,0.2269,0.1430
10.5312,0.5303,0.4959,-1.0498,0.3918,0.0964
11.4030,2.7307,0.2828,-0.1425,0.1806,-0.0138
10.2402,0.2053,0.7452,0.1870,-0.1731,0.1335
9.9002,-0.7898,0.0150,0.0188,-0.3263,0.0887
10.0418,-0.0514,-0.5397,0.0853,-0.1868,0.0451
10.0857,-0.2930,-0.2371,0.1042,-0.0646,0.0288
10.0981,-0.0416,-0.1197,0.1104,-0.0553,0.0350
9.9124,-0.4200,-0.0416,0.0114,-0.1104,0.0415
10.0223,-0.2197,-0.2732,0.0138,-0.1408,0.0485
10.0711,-0.2808,-0.3784,0.0683,-0.1041,0.0521
9.9807,-0.2979,-0.4200,0.0716,-0.0644,0.0432
9.9586,-0.2930,-0.3368,0.0152,-0.0530,0.0515
9.9540,-0.2903,-0.3929,-0.0026,-0.0575,0.0641
9.9490,-0.3857,-0.4738,-0.0102,-0.0364,0.0630
10.0028,-0.3784,-0.4982,-0.0350,0.0010,0.0543
9.9902,-0.4006,-0.4006,-0.0413,0.0118,0.0530
9.9707,-0.4589,-0.3613,-0.0250,-0.0002,0.0496
10.0051,-0.4467,-0.4223,-0.0212,-0.0004,0.0425
10.0078,-0.4467,-0.4467,-0.0305,0.0207,0.0351
9.9857,-0.4738,-0.3884,-0.0252,0.0329,0.0244
9.9784,-0.4711,-0.3418,-0.0131,0.0165,0.0199
9.9562,-0.4617,-0.3413,0.0011,-0.0074,0.0143
9.9635,-0.4661,-0.3884,0.0070,-0.0158,0.0099
9.9612,-0.4589,-0.3956,0.0051,-0.0107,0.0079
9.9590,-0.4467,-0.3950,0.0047,-0.0102,0.0058
9.9756,-0.4661,-0.4151,-0.0011,-0.0049,0.0026
9.9806,-0.4617,-0.4050,-0.0053,-0.0004,-0.0025
9.9835,-0.4661,-0.3885,-0.0109,0.0032,-0.0034
9.9591,-0.4711,-0.3784,-0.0092,0.0009,-0.0047
9.9878,-0.4517,-0.3856,-0.0011,-0.0039,-0.0087
9.9857,-0.4466,-0.3928,0.0045,-0.0045,-0.0130
9.9490,-0.4294,-0.3784,0.0046,-0.0028,-0.0107
9.9734,-0.4395,-0.3856,0.0092,-0.0013,-0.0139
9.9541,-0.4079,-0.3734,0.0102,-0.0053,-0.0150
9.9612,-0.3978,-0.3805,0.0113,-0.0084,-0.0120
9.9490,-0.4007,-0.4172,0.0147,-0.0111,-0.0060
9.9684,-0.3978,-0.4171,0.0134,-0.0126,-0.0021
9.9886,-0.3713,-0.4344,0.0052,-0.0045,-0.0013
9.9562,-0.3704,-0.4222,-0.0019,0.0032,0.0023
9.9612,-0.4049,-0.4008,0.0009,0.0015,0.0043
9.9806,-0.3764,-0.4130,0.0015,-0.0015,0.0087
9.9633,-0.3734,-0.4151,0.0000,-0.0036,0.0091
9.9734,-0.3835,-0.4201,-0.0052,0.0011,0.0073
9.9704,-0.4100,-0.3764,0.0017,0.0015,0.0077
9.9785,-0.3957,-0.3835,0.0058,-0.0081,0.0064
9.9907,-0.3906,-0.4049,0.0099,-0.0056,0.0053
9.9785,-0.3927,-0.4273,0.0118,-0.0075,0.0064
9.9734,-0.4079,-0.4222,0.0111,-0.0096,0.0072
9.9908,-0.3988,-0.3906,0.0134,-0.0090,0.0085
9.9694,-0.3713,-0.4202,0.0058,-0.0020,0.0084
9.9683,-0.3906,-0.4273,0.0026,0.0012,0.0139
9.9683,-0.4151,-0.3906,0.0044,0.0000,0.0141
9.9786,-0.4080,-0.4273,0.0044,-0.0030,0.0139
9.9734,-0.4048,-0.4151,0.0020,-0.0028,0.0183
9.9664,-0.4080,-0.4292,0.0004,0.0006,0.0218
9.9522,-0.4009,-0.4048,-0.0029,0.0004,0.0256
9.9683,-0.4151,-0.4273,-0.0006,-0.0038,0.0247
9.9805,-0.4324,-0.4221,0.0000,-0.0038,0.0258
9.9612,-0.4465,-0.4202,0.0000,-0.0034,0.0284
9.9632,-0.4343,-0.4221,0.0067,-0.0145,0.0305
9.9786,-0.4517,-0.4343,0.0026,-0.0133,0.0287
9.9664,-0.4446,-0.4202,0.0017,-0.0119,0.0272
9.9561,-0.4587,-0.4324,0.0066,-0.0142,0.0319
9.9664,-0.4587,-0.4465,0.0066,-0.0182,0.0322
9.9734,-0.4709,-0.4465,0.0053,-0.0165,0.0299
9.9542,-0.4709,-0.4517,0.0087,-0.0156,0.0305
9.9786,-0.4761,-0.4620,0.0118,-0.0168,0.0324
9.9650,-0.4761,-0.4831,0.0085,-0.0191,0.0333
9.9857,-0.4761,-0.4831,0.0111,-0.0165,0.0314
9.9646,-0.4831,-0.4831,0.0120,-0.0139,0.0293
9.9612,-0.4761,-0.4883,0.0099,-0.0096,0.0328
9.9561,-0.4883,-0.5075,0.0075,-0.0101,0.0348
9.9683,-0.4813,-0.4971,0.0095,-0.0108,0.0352
9.9683,-0.4761,-0.5127,0.0104,-0.0153,0.0359
9.9560,-0.4831,-0.5197,0.0095,-0.0114,0.0352
9.9857,-0.4761,-0.5145,0.0096,-0.0101,0.0374
9.9682,-0.4813,-0.5249,0.0005,-0.0070,0.0351
9.9612,-0.4935,-0.4883,0.0027,-0.0099,0.0363
9.9630,-0.4883,-0.5127,0.0095,-0.0124,0.0386
9.9665,-0.5057,-0.5493,0.0082,-0.0124,0.0383
9.9612,-0.4883,-0.5424,0.0087,-0.0088,0.0368
9.9647,-0.5005,-0.5424,0.0072,-0.0049,0.0325
9.9490,-0.5075,-0.5232,0.0072,-0.0098,0.0295
9.9630,-0.5005,-0.5424,0.0043,-0.0084,0.0273
9.9490,-0.5005,-0.5319,0.0078,-0.0038,0.0259
9.9490,-0.5005,-0.5598,0.0032,-0.0005,0.0218
9.9734,-0.4988,-0.5458,0.0064,-0.0009,0.0217
9.9507,-0.5058,-0.5424,0.0009,0.0046,0.0176
9.9368,-0.5075,-0.5197,0.0017,0.0032,0.0174
9.9577,-0.5074,-0.5302,0.0081,0.0015,0.0139
9.9612,-0.5074,-0.5302,0.0081,0.0021,0.0125
9.9526,-0.5058,-0.5371,0.0059,0.0052,0.0076
9.9596,-0.5005,-0.5266,0.0119,0.0052,0.0066
9.9421,-0.5074,-0.5249,0.0101,0.0026,0.0034
9.9734,-0.5005,-0.5249,0.0092,0.0000,0.0015
9.9543,-0.5058,-0.5249,0.0085,0.0033,0.0021
9.9490,-0.5074,-0.5424,0.0081,0.0051,-0.0015
9.9560,-0.5074,-0.5160,0.0096,0.0009,-0.0001
9.9490,-0.5058,-0.5249,0.0027,0.0038,0.0006
9.9682,-0.4936,-0.5233,0.0027,0.0136,0.0006
9.9437,-0.5058,-0.4936,0.0049,0.0107,0.0021
9.9559,-0.5074,-0.5021,0.0032,0.0031,0.0021
9.9421,-0.5074,-0.4883,0.0006,0.0038,0.0011
9.9543,-0.5005,-0.5058,0.0015,0.0061,0.0012
9.9506,-0.5058,-0.4989,0.0005,0.0073,0.0027
9.9490,-0.5005,-0.4952,-0.0029,0.0027,0.0027
9.9490,-0.5058,-0.4989,-0.0024,0.0005,0.0033
9.9719,-0.4883,-0.4830,0.0021,0.0000,0.0015
9.9628,-0.4952,-0.4814,0.0038,-0.0027,0.0029
9.9506,-0.4883,-0.4814,0.0044,-0.0119,0.0017
9.9612,-0.5058,-0.5089,0.0069,-0.0171,0.0011
9.9666,-0.5074,-0.5181,0.0075,-0.0093,0.0005
9.9734,-0.5005,-0.5127,0.0023,-0.0050,-0.0024
9.9490,-0.4937,-0.5005,0.0029,-0.0043,0.0000
9.9437,-0.4951,-0.5181,0.0053,-0.0119,0.0006
9.9734,-0.5059,-0.5288,0.0090,-0.0126,0.0043
9.9666,-0.5073,-0.5181,0.0076,-0.0100,0.0047
9.9437,-0.4937,-0.5249,0.0061,-0.0112,0.0049
9.9539,-0.5079,-0.5468,0.0053,-0.0115,0.0058
9.9564,-0.4883,-0.5249,0.0098,-0.0188,0.0079
9.9612,-0.4957,-0.5201,0.0051,-0.0209,0.0120
9.9465,-0.5005,-0.5493,0.0064,-0.0209,0.0098
9.9661,-0.5005,-0.5737,0.0034,-0.0137,0.0113
9.9564,-0.5054,-0.5763,0.0000,-0.0049,0.0100
9.9589,-0.5054,-0.5640,0.0000,-0.0011,0.0105
9.9490,-0.4956,-0.5567,0.0021,-0.0062,0.0113
9.9393,-0.5054,-0.5689,0.0000,-0.0083,0.0100
9.9490,-0.5054,-0.5737,0.0013,-0.0062,0.0083
9.9393,-0.4932,-0.5737,0.0026,-0.0081,0.0088
9.9417,-0.5054,-0.5811,0.0038,-0.0122,0.0107
9.9686,-0.5078,-0.5786,0.0043,-0.0126,0.0085
9.9734,-0.5005,-0.5957,0.0051,-0.0098,0.0060
9.9686,-0.5078,-0.5860,0.0024,-0.0107,0.0075
9.9442,-0.5127,-0.6031,0.0036,-0.0126,0.0105
9.9514,-0.5005,-0.6128,0.0017,-0.0130,0.0100
9.9661,-0.4981,-0.5909,0.0000,-0.0124,0.0070
9.9758,-0.5054,-0.6031,0.0000,-0.0103,0.0047
9.9636,-0.5078,-0.5982,0.0000,-0.0085,0.0043
9.9490,-0.5005,-0.5982,0.0000,-0.0156,0.0064
9.9417,-0.4932,-0.6078,0.0030,-0.0243,0.0047
9.9417,-0.5054,-0.6348,0.0051,-0.0218,0.0051
9.9467,-0.5005,-0.6446,0.0026,-0.0224,0.0049
9.9441,-0.5127,-0.6397,0.0041,-0.0237,0.0070
9.9589,-0.5078,-0.6763,0.0032,-0.0205,0.0077
9.9490,-0.4938,-0.6537,0.0011,-0.0144,0.0069
9.9436,-0.5060,-0.6592,0.0015,-0.0113,0.0065
9.9612,-0.5072,-0.6592,0.0038,-0.0154,0.0092
9.9368,-0.5072,-0.6714,0.0048,-0.0183,0.0081
9.9435,-0.4950,-0.7001,0.0057,-0.0208,0.0118
9.9368,-0.5005,-0.7080,0.0069,-0.0208,0.0133
9.9380,-0.5072,-0.6970,0.0053,-0.0155,0.0148
9.9502,-0.5005,-0.7202,0.0048,-0.0150,0.0171
9.9423,-0.5060,-0.7080,0.0058,-0.0137,0.0165
9.9423,-0.5005,-0.7313,0.0064,-0.0128,0.0155
9.9368,-0.5060,-0.7269,0.0070,-0.0123,0.0182
9.9479,-0.5005,-0.7391,0.0079,-0.0123,0.0203
9.9357,-0.5072,-0.7557,0.0059,-0.0103,0.0222
9.9612,-0.5072,-0.7313,0.0049,-0.0102,0.0240
9.9557,-0.5060,-0.7447,0.0052,-0.0075,0.0224
9.9490,-0.5060,-0.7790,0.0025,0.0000,0.0194
9.9313,-0.5060,-0.7246,0.0033,-0.0005,0.0225
9.9557,-0.5005,-0.7458,0.0065,-0.0091,0.0213
9.9368,-0.5072,-0.7569,0.0070,-0.0122,0.0213
9.9368,-0.5005,-0.7746,0.0077,-0.0038,0.0182
9.9490,-0.5061,-0.7558,0.0096,-0.0048,0.0182
9.9435,-0.5127,-0.7558,0.0084,-0.0043,0.0201
9.9424,-0.5127,-0.7701,0.0057,-0.0025,0.0183
9.9358,-0.5249,-0.7701,0.0082,0.0000,0.0210
9.9413,-0.5371,-0.7691,0.0080,-0.0012,0.0193
9.9490,-0.5193,-0.7701,0.0064,-0.0028,0.0213
9.9368,-0.5249,-0.7635,0.0069,-0.0038,0.0210
9.9435,-0.5260,-0.7624,0.0086,-0.0111,0.0183
9.9490,-0.5249,-0.7635,0.0086,-0.0081,0.0166
9.9424,-0.5305,-0.7935,0.0048,-0.0015,0.0146
9.9546,-0.5305,-0.7691,0.0055,-0.0016,0.0134
9.9302,-0.5381,-0.7691,0.0054,-0.0021,0.0145
9.9368,-0.5249,-0.7803,0.0064,-0.0042,0.0118
9.9368,-0.5371,-0.7691,0.0080,-0.0072,0.0095
9.9490,-0.5249,-0.7935,0.0026,-0.0010,0.0103
9.9368,-0.5127,-0.7767,0.0037,0.0000,0.0075
9.9358,-0.5371,-0.7813,0.0015,0.0021,0.0058
9.9434,-0.5315,-0.7634,0.0048,0.0010,0.0090
9.9368,-0.5315,-0.7935,0.0005,0.0010,0.0069
9.9425,-0.5259,-0.7569,0.0010,0.0011,0.0064
9.9368,-0.5249,-0.7634,0.0016,0.0012,0.0060
9.9622,-0.5371,-0.7756,0.0011,-0.0040,0.0048
9.9321,-0.5381,-0.7625,0.0044,-0.0060,0.0043
9.9368,-0.5371,-0.7747,0.0032,-0.0075,0.0048
9.9368,-0.5437,-0.7822,0.0021,-0.0028,0.0037
9.9425,-0.5315,-0.7691,0.0000,0.0000,0.0043
9.9425,-0.5184,-0.7512,0.0006,-0.0031,0.0043
9.9490,-0.5184,-0.7747,0.0021,-0.0048,0.0042
9.9490,-0.5306,-0.7926,0.0010,-0.0026,0.0021
9.9547,-0.5306,-0.7625,0.0005,0.0016,0.0021
9.9368,-0.5306,-0.7756,0.0016,-0.0009,0.0033
9.9190,-0.5249,-0.7821,0.0031,0.0000,0.0015
9.9556,-0.5371,-0.7804,0.0005,-0.0006,0.0006
9.9490,-0.5192,-0.7935,0.0000,-0.0005,-0.0017
9.9425,-0.5070,-0.7992,-0.0021,0.0055,0.0000
9.9434,-0.5249,-0.7569,-0.0005,0.0011,0.0016
9.9425,-0.5314,-0.7699,0.0000,-0.0022,0.0011
9.9433,-0.5127,-0.7691,-0.0005,0.0006,0.0011
9.9376,-0.5249,-0.7634,0.0000,0.0000,0.0026
9.9368,-0.5192,-0.7886,0.0005,-0.0005,0.0037
9.9368,-0.5249,-0.7764,0.0005,0.0021,0.0038
9.9246,-0.5127,-0.7870,-0.0037,0.0043,0.0059
9.9483,-0.5127,-0.7691,0.0000,-0.0011,0.0043
9.9303,-0.5184,-0.7828,0.0016,-0.0057,0.0049
9.9368,-0.5192,-0.7885,0.0021,-0.0031,0.0054
9.9426,-0.5249,-0.7618,0.0033,-0.0060,0.0107
9.9433,-0.5192,-0.7935,0.0032,-0.0097,0.0064
9.9490,-0.5192,-0.7935,0.0031,-0.0095,0.0069
9.9426,-0.5184,-0.8000,0.0043,-0.0063,0.0063
9.9311,-0.5192,-0.7870,0.0043,-0.0038,0.0074
9.9490,-0.5063,-0.8057,0.0048,-0.0065,0.0069
9.9426,-0.5127,-0.7935,0.0006,-0.0037,0.0054
9.9426,-0.5127,-0.7877,0.0021,-0.0032,0.0085
9.9239,-0.5192,-0.7877,0.0048,-0.0038,0.0080
9.9426,-0.5185,-0.7999,0.0026,-0.0021,0.0092
9.9433,-0.5249,-0.7877,0.0005,-0.0021,0.0096
9.9490,-0.5191,-0.8057,0.0027,-0.0031,0.0091
9.9497,-0.5063,-0.7748,0.0032,-0.0015,0.0097
9.9368,-0.5185,-0.8057,0.0033,-0.0085,0.0075
9.9490,-0.5256,-0.7877,0.0064,-0.0102,0.0112
9.9433,-0.5185,-0.8063,0.0042,-0.0117,0.0128
9.9606,-0.5185,-0.8481,0.0016,-0.0043,0.0101
9.9310,-0.5185,-0.8108,0.0026,0.0000,0.0070
9.9182,-0.5127,-0.8115,0.0021,-0.0027,0.0107
9.9182,-0.5191,-0.8179,0.0032,-0.0080,0.0096
9.9188,-0.5185,-0.8243,0.0080,-0.0134,0.0124
9.9124,-0.5127,-0.8429,0.0053,-0.0085,0.0118
9.9124,-0.5249,-0.8185,0.0033,-0.0065,0.0118
9.9368,-0.5371,-0.8173,0.0065,-0.0096,0.0117
9.9304,-0.5255,-0.8603,0.0070,-0.0058,0.0128
9.9363,-0.5249,-0.8359,0.0005,0.0032,0.0107
9.9188,-0.5249,-0.8237,0.0016,0.0080,0.0090
9.9241,-0.5185,-0.8306,0.0043,0.0000,0.0107
9.9124,-0.5191,-0.8237,0.0031,-0.0017,0.0107
9.9305,-0.5249,-0.8423,0.0011,-0.0005,0.0111
9.9305,-0.5249,-0.8301,0.0021,0.0000,0.0112
9.9490,-0.5249,-0.8301,0.0000,0.0027,0.0122
9.9310,-0.5249,-0.8237,0.0005,0.0006,0.0107
9.9310,-0.5371,-0.8301,0.0005,0.0000,0.0134
9.9432,-0.5313,-0.8242,0.0026,0.0000,0.0117
9.9422,-0.5191,-0.8184,0.0011,0.0010,0.0107
9.9305,-0.5254,-0.8306,0.0027,-0.0027,0.0111
9.9183,-0.5313,-0.8174,0.0032,-0.0048,0.0160
9.9305,-0.5371,-0.8423,0.0048,-0.0026,0.0155
9.9490,-0.5371,-0.8428,0.0010,0.0000,0.0139
9.9124,-0.5367,-0.8116,0.0000,0.0037,0.0128
9.9432,-0.5371,-0.8116,0.0005,0.0027,0.0129
9.9368,-0.5371,-0.8301,0.0053,-0.0006,0.0118
9.9314,-0.5493,-0.8170,0.0048,-0.0059,0.0144
9.9183,-0.5434,-0.8419,0.0059,-0.0065,0.0134
9.9364,-0.5489,-0.8301,0.0102,-0.0118,0.0144
9.9368,-0.5497,-0.8364,0.0080,-0.0177,0.0123
9.9301,-0.5371,-0.8364,0.0069,-0.0134,0.0123
9.9309,-0.5552,-0.8667,0.0064,-0.0113,0.0096
9.9368,-0.5434,-0.8604,0.0016,-0.0054,0.0064
9.9061,-0.5553,-0.8482,0.0027,-0.0027,0.0091
9.9065,-0.5615,-0.8667,0.0053,-0.0096,0.0085
9.9002,-0.5619,-0.8730,0.0059,-0.0107,0.0096
9.9372,-0.5559,-0.8608,0.0038,-0.0086,0.0075
9.9243,-0.5615,-0.8608,0.0022,-0.0075,0.0058
9.9306,-0.5497,-0.8667,0.0032,-0.0096,0.0053
9.9243,-0.5681,-0.8667,0.0038,-0.0091,0.0069
9.9487,-0.5556,-0.8789,0.0021,-0.0070,0.0064
9.9312,-0.5434,-0.8667,0.0048,-0.0032,0.0080
9.9246,-0.5553,-0.8849,0.0005,-0.0038,0.0054
9.9431,-0.5374,-0.8852,0.0016,-0.0026,0.0059
9.9306,-0.5431,-0.9096,-0.0005,0.0021,0.0043
9.8942,-0.5493,-0.8911,0.0000,0.0048,0.0043
9.9187,-0.5434,-0.8605,-0.0011,0.0011,0.0043
9.9309,-0.5371,-0.8727,-0.0005,0.0000,0.0048
9.9309,-0.5615,-0.8727,0.0005,0.0000,0.0048
9.9428,-0.5496,-0.8667,0.0026,-0.0005,0.0043
9.9311,-0.5309,-0.8727,0.0043,-0.0027,0.0037
9.9371,-0.5309,-0.8792,0.0005,-0.0021,0.0043
9.9366,-0.5371,-0.8727,0.0000,0.0016,0.0027
9.9428,-0.5433,-0.8911,0.0022,0.0016,0.0053
9.9308,-0.5431,-0.8545,0.0000,0.0010,0.0053
9.9246,-0.5491,-0.8729,0.0005,0.0016,0.0048
9.9368,-0.5433,-0.8545,0.0005,0.0000,0.0043
9.9368,-0.5431,-0.8853,0.0022,0.0000,0.0048
9.9184,-0.5495,-0.8605,0.0000,0.0011,0.0048
9.9064,-0.5371,-0.8667,-0.0005,0.0016,0.0027
9.9306,-0.5433,-0.8483,0.0000,0.0011,0.0048
9.9306,-0.5492,-0.8544,0.0000,0.0011,0.0037
9.9370,-0.5370,-0.8670,0.0027,0.0016,0.0043
9.9308,-0.5371,-0.8791,0.0000,0.0016,0.0032
9.9247,-0.5432,-0.8485,0.0005,0.0021,0.0048
9.9429,-0.5494,-0.8788,0.0027,0.0016,0.0037
9.9430,-0.5371,-0.8606,0.0011,0.0048,0.0027
9.9308,-0.5371,-0.8606,0.0005,0.0021,0.0053
9.9245,-0.5371,-0.8300,0.0021,-0.0016,0.0037
9.9308,-0.5371,-0.8668,0.0048,-0.0101,0.0021
9.9430,-0.5311,-0.8789,0.0021,-0.0016,0.0037
9.9125,-0.5371,-0.8423,0.0027,-0.0043,0.0043
9.9247,-0.5371,-0.8667,0.0037,-0.0048,0.0048
9.9307,-0.5371,-0.8729,0.0011,-0.0005,0.0048
9.9308,-0.5371,-0.8484,0.0000,0.0016,0.0048
9.9246,-0.5310,-0.8606,0.0027,-0.0011,0.0059
9.9612,-0.5249,-0.8850,0.0000,0.0021,0.0059
9.9429,-0.5371,-0.8728,-0.0043,0.0134,0.0059
9.9490,-0.5310,-0.8484,-0.0123,0.0235,0.0021
9.9185,-0.5371,-0.8179,-0.0053,0.0198,0.0048
9.9246,-0.5127,-0.8301,-0.0005,0.0107,0.0085
9.9551,-0.5493,-0.8423,0.0000,0.0182,0.0085
9.9612,-0.5188,-0.8667,-0.0069,0.0465,0.0016
9.9490,-0.5371,-0.8362,-0.0166,0.0726,-0.0021
9.9124,-0.5371,-0.7569,-0.0240,0.0721,-0.0043
9.8820,-0.5310,-0.6714,-0.0053,0.0411,0.0011
9.9308,-0.5310,-0.6897,0.0032,0.0139,0.0043
9.9857,-0.5310,-0.7386,0.0016,0.0214,0.0037
9.9552,-0.5127,-0.7325,-0.0016,0.0427,-0.0032
9.9551,-0.5127,-0.6898,-0.0064,0.0593,-0.0043
9.9490,-0.5128,-0.6593,-0.0032,0.0523,-0.0080
9.9308,-0.5249,-0.5983,-0.0032,0.0342,-0.0043
9.9063,-0.5249,-0.5982,0.0032,0.0128,0.0005
9.9489,-0.5128,-0.6042,0.0144,-0.0037,0.0043
9.9673,-0.5248,-0.6409,0.0069,-0.0011,0.0011
9.9673,-0.5127,-0.6165,0.0027,0.0016,0.0005
9.9490,-0.5065,-0.6163,0.0069,0.0005,0.0011
9.9489,-0.5127,-0.6043,0.0032,-0.0011,0.0011
9.9490,-0.5067,-0.6104,0.0016,-0.0021,0.0032
9.9430,-0.5189,-0.6532,0.0011,0.0011,0.0011
9.9430,-0.5127,-0.6104,0.0000,0.0021,0.0016
9.9552,-0.5065,-0.6104,0.0000,-0.0005,0.0032
9.9612,-0.5067,-0.6164,0.0011,0.0000,0.0043
9.9368,-0.5129,-0.6226,0.0000,0.0016,0.0037
9.9244,-0.5065,-0.6104,-0.0016,0.0022,0.0032
9.9368,-0.5067,-0.6102,0.0011,-0.0005,0.0043
9.9430,-0.5127,-0.6104,0.0021,-0.0075,0.0059
9.9428,-0.5127,-0.6164,0.0053,-0.0112,0.0043
9.9428,-0.5127,-0.6226,0.0043,-0.0069,0.0043
9.9308,-0.5067,-0.6224,0.0021,-0.0059,0.0037
9.9490,-0.5005,-0.6226,0.0037,-0.0112,0.0069
9.9368,-0.5127,-0.6166,0.0075,-0.0155,0.0059
9.9308,-0.5067,-0.6166,0.0096,-0.0219,0.0053
9.9428,-0.5065,-0.6532,0.0112,-0.0219,0.0080
9.9488,-0.5065,-0.6592,0.0075,-0.0197,0.0064
9.9428,-0.5065,-0.6711,0.0070,-0.0144,0.0070
9.9428,-0.5127,-0.6595,0.0075,-0.0128,0.0096
9.9428,-0.5065,-0.6595,0.0112,-0.0171,0.0128
9.9550,-0.5127,-0.6780,0.0069,-0.0150,0.0112
9.9490,-0.5068,-0.6893,0.0059,-0.0144,0.0123
9.9428,-0.5068,-0.6836,0.0059,-0.0128,0.0123
9.9490,-0.5127,-0.7018,0.0054,-0.0144,0.0144
9.9368,-0.5068,-0.7018,0.0016,-0.0117,0.0165
9.9494,-0.5127,-0.7018,0.0043,-0.0149,0.0160
9.9431,-0.5127,-0.7387,0.0053,-0.0181,0.0160
9.9494,-0.5064,-0.7140,0.0037,-0.0208,0.0182
9.9365,-0.5064,-0.7321,0.0070,-0.0155,0.0187
